Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,23391,1,1,57,142,57,57,57,0,142,142,142,0,8507.546,85.50297,23391,0,23391,23391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,42.75149,42.75149,57,142,85.33333,49.07477,2408.333,0,0,0,0,0,0,0,0,1,128,57,142,32,0,0,0,0,0,0,1,57,1,142,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,198,2,2,84,276,42,42,42,0,138,138,138,0,1818182,20202.02,66,72.02083,145,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,40,40,10101.01,10101.01,42,138,80.4,52.58137,2764.8,0,0,0,0,0,0,0,0,1,100.5,42,138,40,0,0,0,0,0,0,2,84,2,276,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,47946,1,1,56,131,56,56,56,0,131,131,131,0,3900.221,41.71359,47946,0,47946,47946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.8568,20.8568,56,131,81,43.30127,1875,0,0,0,0,0,0,0,0,1,121.5,56,131,20,0,0,0,0,0,0,1,56,1,131,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,137,2,2,72,104,36,36,36,0,52,52,52,0,1284672,29197.08,45.66667,73.03652,130,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14598.54,14598.54,36,52,42.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,53,36,52,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,102,198,51,51,51,0,99,99,99,0,1807229,24096.39,55.33333,90.64399,160,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12048.19,12048.19,51,99,70.2,26.29068,691.2,0,0,0,0,0,0,0,0,1,87.75,51,99,64,0,0,0,0,0,0,2,102,2,198,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,178,2,2,92,348,46,46,46,0,174,174,174,0,2471910,22471.91,59.33333,96.70746,171,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11235.96,11235.96,46,174,97.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,121.5,46,174,64,0,0,0,0,0,0,2,92,2,348,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,48316,2,2,90,240,45,45,45,0,120,120,120,0,6830.036,82.78831,16105.33,27889.19,48309,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,41.39416,41.39416,45,120,75,41.07919,1687.5,0,0,0,0,0,0,0,0,1,93.75,45,120,40,0,0,0,0,0,0,2,90,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23697,2,2,92,262,46,46,46,0,131,131,131,0,14938.6,168.7977,7899,13675.41,23690,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,84.39887,84.39887,46,131,80,46.55642,2167.5,0,0,0,0,0,0,0,0,1,100,46,131,64,0,0,0,0,0,0,2,92,2,262,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24230,2,2,102,266,51,51,51,0,133,133,133,0,15187.78,165.0846,8076.667,13983.13,24223,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,82.5423,82.5423,51,133,83.8,44.91325,2017.2,0,0,0,0,0,0,0,0,1,104.75,51,133,64,0,0,0,0,0,0,2,102,2,266,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,89431,4,2,140,166,35,35,35,0,83,83,83,0,3421.632,67.09083,17886.2,36166.55,82351,3,82358,27452.67,47543.35,82351,3,4,4,0,4,4,0,0,0,0,80,40,44.72722,22.36361,35,83,48.71429,23.4216,548.5714,0,0,0,0,0,0,0,0,0,56.83333,35,83,80,0,0,0,0,0,0,4,140,2,166,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,195,2,2,100,196,50,50,50,0,98,98,98,0,1517949,20512.82,65,72.02083,144,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,64,64,10256.41,10256.41,50,98,69.2,26.29068,691.2,0,0,0,0,0,0,0,0,1,86.5,50,98,64,0,0,0,0,0,0,2,100,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,214241,4,2,124,254,31,31,31,0,127,127,127,0,1764.368,28.00584,42848.2,59636.59,122253,3,91985,30661.67,53102.37,91979,3,3,3,0,3,3,0,0,0,0,104,40,18.67056,9.335281,31,127,58.42857,46.8432,2194.286,0,0,0,0,0,0,0,0,0,68.16667,31,127,104,0,0,0,0,0,0,4,124,2,254,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,95360,4,2,176,236,44,44,44,0,118,118,118,0,4320.47,62.91946,19072,37952.28,86626,1,86630,28876.67,50012.39,86626,1,4,4,0,4,4,0,0,0,0,104,40,41.94631,20.97315,44,118,65.14286,36.1083,1303.81,0,0,0,0,0,0,0,0,0,76,44,118,104,0,0,0,0,0,0,4,176,2,236,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,23845,2,2,100,264,50,50,50,0,132,132,132,0,15265.25,167.7501,7948.333,13761.72,23839,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,83.87503,83.87503,50,132,82.8,44.91325,2017.2,0,0,0,0,0,0,0,0,1,103.5,50,132,64,0,0,0,0,0,0,2,100,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,152,2,2,68,132,34,34,34,0,66,66,66,0,1315789,26315.79,50.66667,82.56109,146,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13157.89,13157.89,34,66,46.8,17.52712,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,77135,2,2,68,190,34,34,34,0,95,95,95,0,3344.785,51.85713,25711.67,44527.85,77128,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,25.92857,25.92857,34,95,58.4,33.41108,1116.3,0,0,0,0,0,0,0,0,1,73,34,95,64,0,0,0,0,0,0,2,68,2,190,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,82108,2,2,72,208,36,36,36,0,104,104,104,0,3410.143,48.71632,27369.33,47399.01,82101,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,24.35816,24.35816,36,104,63.2,37.24513,1387.2,0,0,0,0,0,0,0,0,1,79,36,104,64,0,0,0,0,0,0,2,72,2,208,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,109482,4,4,200,868,50,50,50,0,217,217,217,0,9755.028,73.07137,15640.29,38069.49,101740,3,109300,36433.33,63098.32,109293,3,7738,2579.333,4461.474,7731,3,0,0,0,0,80,80,36.53569,36.53569,50,217,124.2222,88.01673,7746.944,0,0,0,0,0,0,0,0,1,139.75,50,217,80,0,0,0,0,0,0,4,200,4,868,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
80,99343636,27,29,1614,44155,249,0,59.77778,103.0766,2981,0,1522.586,628.7748,460.714,0.5637,1806248,13400000,99200000,2,99300000,3820909,19500000,99200000,32,120547,4305.25,7641.587,19842,48,0,0,0,0,552,592,0.271784,0.291916,0,2981,802.9649,865.2171,748600.6,0,0,0,1,0,0,0,0,1,817.3036,59.77778,1522.586,552,0,0,0,0,0,0,27,1614,29,44155,8192,1114,26,20,0,0,0,0,0,0,0,0,BENIGN
53,146217,1,1,59,175,59,59,59,0,175,175,175,0,1600.361,13.6783,146217,0,146217,146217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.83915,6.83915,59,175,97.66667,66.97263,4485.333,0,0,0,0,0,0,0,0,1,146.5,59,175,20,0,0,0,0,0,0,1,59,1,175,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,63046988,11,11,1632,5325,421,0,148.3636,182.2599,1460,0,484.0909,555.2723,110.3463,0.348946,3002238,13300000,61100000,37,1985368,198536.8,337451.6,1141041,17030,63000000,6299779,19300000,61100000,48,0,0,0,0,232,232,0.174473,0.174473,0,1460,302.4783,433.3292,187774.2,0,0,0,1,0,0,0,0,1,316.2273,148.3636,484.0909,232,0,0,0,0,0,0,11,1632,11,5325,8192,0,10,20,1985368,0,1985368,1985368,61100000,0,61100000,61100000,BENIGN
53,192,2,2,84,212,42,42,42,0,106,106,106,0,1541667,20833.33,64,105.6551,186,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10416.67,10416.67,42,106,67.6,35.05424,1228.8,0,0,0,0,0,0,0,0,1,84.5,42,106,40,0,0,0,0,0,0,2,84,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,146634,2,2,88,408,44,44,44,0,204,204,204,0,3382.572,27.2788,48878,84653.12,146627,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,13.6394,13.6394,44,204,108,87.63561,7680,0,0,0,0,0,0,0,0,1,135,44,204,40,0,0,0,0,0,0,2,88,2,408,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
443,278393,9,7,1969,4835,1109,0,218.7778,368.5379,1460,0,690.7143,654.6607,24440.27,57.47271,18559.53,22325.41,52873,17,278393,34799.13,28225.74,68819,17,206460,34410,26311.71,58511,204,0,0,0,0,192,152,32.3284,25.14431,0,1460,400.2353,542.288,294076.3,0,0,0,1,0,0,0,0,0,425.25,218.7778,690.7143,192,0,0,0,0,0,0,9,1969,7,4835,8192,256,8,20,0,0,0,0,0,0,0,0,BENIGN
80,1.10E+08,5,3,304,247,286,0,60.8,125.9174,241,0,82.33333,137.4421,5.018341,0.072862,15700000,41500000,1.10E+08,78,1.10E+08,27400000,54800000,1.10E+08,78,41452,20726,28801.87,41092,360,0,0,0,0,112,72,0.045538,0.027323,0,286,61.22222,115.2647,13285.94,0,0,0,1,0,0,0,0,0,68.875,60.8,82.33333,112,0,0,0,0,0,0,5,304,3,247,8192,946,4,20,0,0,0,0,0,0,0,0,BENIGN
53,162640,1,1,49,125,49,49,49,0,125,125,125,0,1069.848,12.2971,162640,0,162640,162640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.148549,6.148549,49,125,74.33333,43.87862,1925.333,0,0,0,0,0,0,0,0,1,111.5,49,125,20,0,0,0,0,0,0,1,49,1,125,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,97369,1,1,48,112,48,48,48,0,112,112,112,0,1643.233,20.54042,97369,0,97369,97369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.27021,10.27021,48,112,69.33333,36.95042,1365.333,0,0,0,0,0,0,0,0,1,104,48,112,20,0,0,0,0,0,0,1,48,1,112,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,23506,1,1,47,79,47,47,47,0,79,79,79,0,5360.334,85.08466,23506,0,23506,23506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.54233,42.54233,47,79,57.66667,18.47521,341.3333,0,0,0,0,0,0,0,0,1,86.5,47,79,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,163049,2,2,76,228,38,38,38,0,114,114,114,0,1864.47,24.5325,54349.67,94130.32,163042,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,12.26625,12.26625,38,114,68.4,41.62691,1732.8,0,0,0,0,0,0,0,0,1,85.5,38,114,40,0,0,0,0,0,0,2,76,2,228,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23943,2,2,82,386,41,41,41,0,193,193,193,0,19546.42,167.0634,7981,13817.44,23936,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,83.53172,83.53172,41,193,101.8,83.25383,6931.2,0,0,0,0,0,0,0,0,1,127.25,41,193,40,0,0,0,0,0,0,2,82,2,386,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,97769,4,2,148,202,37,37,37,0,101,101,101,0,3579.867,61.36915,19553.8,42914.79,96314,3,96321,32107,55604.89,96314,3,4,4,0,4,4,0,0,0,0,80,40,40.91276,20.45638,37,101,55.28571,31.2288,975.2381,0,0,0,0,0,0,0,0,0,64.5,37,101,80,0,0,0,0,0,0,4,148,2,202,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
49447,76,1,1,6,6,6,6,6,0,6,6,6,0,157894.7,26315.79,76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13157.89,13157.89,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
443,253114,8,7,1707,4755,805,0,213.375,297.2589,1460,0,679.2857,649.4258,25530,59.26183,18079.57,23374.01,52806,4,253114,36159.14,24785.21,54515,4,205779,34296.5,26208,58010,200,0,0,0,0,172,152,31.60631,27.65552,0,1460,403.875,524.9418,275563.9,0,0,0,1,0,0,0,0,0,430.8,213.375,679.2857,172,0,0,0,0,0,0,8,1707,7,4755,8192,256,7,20,0,0,0,0,0,0,0,0,BENIGN
443,325794,7,8,750,6690,341,0,107.1429,137.1355,1460,0,836.25,683.6379,22836.52,46.04136,23271,31677.93,66039,27,261775,43629.17,33599.58,66346,176,262400,37485.71,34942.92,66854,48,0,0,0,0,152,172,21.48597,24.55539,0,1460,465,610.99,373308.8,0,0,0,1,0,0,0,0,1,496,107.1429,836.25,152,0,0,0,0,0,0,7,750,8,6690,8192,511,6,20,0,0,0,0,0,0,0,0,BENIGN
465,6796816,17,24,1354,4574,362,0,79.64706,84.28889,1430,0,190.5833,409.2062,872.1731,6.032236,169920.4,515984.6,3056629,3,6746762,421672.6,771959.9,3056629,49458,6747411,293365.7,676255.4,3106064,3,0,0,0,0,352,492,2.501171,3.531065,0,1430,141.1429,316.532,100192.5,0,0,0,1,0,0,0,0,1,144.5854,79.64706,190.5833,352,0,0,0,0,0,0,17,1354,24,4574,8192,176,16,20,0,0,0,0,0,0,0,0,BENIGN
443,97222004,9,8,617,5359,249,0,68.55556,100.4379,1460,0,669.875,617.0021,61.46757,0.174858,6076375,24200000,96800000,4,97200000,12200000,34200000,96800000,383,334885,47840.71,76205.94,207081,47,0,0,0,0,192,172,0.092572,0.082286,0,1460,332,508.3809,258451.2,0,0,0,1,0,0,0,0,0,351.5294,68.55556,669.875,192,0,0,0,0,0,0,9,617,8,5359,8192,980,8,20,0,0,0,0,0,0,0,0,BENIGN
80,1.16E+08,16,14,511,752,427,0,31.9375,105.3606,746,0,53.71429,199.2599,10.9342,0.25972,3983072,4873762,10000000,66,1.16E+08,7700607,4169048,10100000,141,1.11E+08,8504461,3761697,10100000,20508,0,0,0,0,332,424,0.138517,0.121203,0,746,40.74194,151.4296,22930.93,0,0,0,1,0,0,0,0,0,42.1,31.9375,53.71429,332,0,0,0,0,0,0,16,511,14,752,8192,343,15,20,46170.18,32560.08,144342,36185,10000000,18109.37,10000000,9952264,BENIGN
443,1.19E+08,21,30,24705,6089,5520,0,1176.429,1966.605,1430,0,202.9667,443.2365,259.127,0.429157,2376750,11600000,58800000,0,1.19E+08,5941875,18100000,58900000,17,1.19E+08,4091930,15200000,59000000,0,0,0,0,0,432,612,0.176712,0.252446,0,5520,592.1923,1365.625,1864933,0,0,0,1,0,0,0,0,1,603.8039,1176.429,202.9667,432,0,0,0,0,0,0,21,24705,30,6089,8192,748,20,20,567678,559977.7,963642,171714,58800000,103217.1,58800000,58700000,BENIGN
53,96036939,2,2,105,245,62,43,52.5,13.43503,132,113,122.5,13.43503,3.644431,0.041651,32000000,55300000,95900000,23331,96000000,96000000,0,96000000,96000000,95900000,95900000,0,95900000,95900000,0,0,0,0,52,40,0.020825,0.020825,43,132,78.6,41.36786,1711.3,0,0,0,0,0,0,0,0,1,98.25,52.5,122.5,52,0,0,0,0,0,0,2,105,2,245,-1,-1,1,20,100259,0,100259,100259,95900000,0,95900000,95900000,BENIGN
53,51529,1,1,44,72,44,44,44,0,72,72,72,0,2251.16,38.8131,51529,0,51529,51529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,19.40655,19.40655,44,72,53.33333,16.16581,261.3333,0,0,0,0,0,0,0,0,1,80,44,72,32,0,0,0,0,0,0,1,44,1,72,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,49598,1,1,49,77,49,49,49,0,77,77,77,0,2540.425,40.32421,49598,0,49598,49598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.1621,20.1621,49,77,58.33333,16.16581,261.3333,0,0,0,0,0,0,0,0,1,87.5,49,77,32,0,0,0,0,0,0,1,49,1,77,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,532,1,1,52,327,52,52,52,0,327,327,327,0,712406,3759.398,532,0,532,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1879.699,1879.699,52,327,143.6667,158.7713,25208.33,0,0,0,0,0,0,0,0,1,215.5,52,327,20,0,0,0,0,0,0,1,52,1,327,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,99173,1,1,48,88,48,48,48,0,88,88,88,0,1371.341,20.16678,99173,0,99173,99173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.08339,10.08339,48,88,61.33333,23.09401,533.3333,0,0,0,0,0,0,0,0,1,92,48,88,20,0,0,0,0,0,0,1,48,1,88,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,82679,1,1,73,173,73,73,73,0,173,173,173,0,2975.363,24.18994,82679,0,82679,82679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.09497,12.09497,73,173,106.3333,57.73503,3333.333,0,0,0,0,0,0,0,0,1,159.5,73,173,20,0,0,0,0,0,0,1,73,1,173,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,23945,2,2,100,242,50,50,50,0,121,121,121,0,14282.73,167.0495,7981.667,13819.46,23939,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,83.52474,83.52474,50,121,78.4,38.8883,1512.3,0,0,0,0,0,0,0,0,1,98,50,121,40,0,0,0,0,0,0,2,100,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23590,1,1,70,86,70,70,70,0,86,86,86,0,6612.972,84.78169,23590,0,23590,23590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.39084,42.39084,70,86,75.33333,9.237604,85.33333,0,0,0,0,0,0,0,0,1,113,70,86,20,0,0,0,0,0,0,1,70,1,86,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,584,2,2,252,252,126,126,126,0,126,126,126,0,863013.7,6849.315,194.6667,331.1108,577,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,3424.658,3424.658,126,126,126,0,0,0,0,0,0,0,0,0,0,1,157.5,126,126,64,0,0,0,0,0,0,2,252,2,252,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,234,2,2,66,578,33,33,33,0,289,289,289,0,2752137,17094.02,78,129.9038,228,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,8547.009,8547.009,33,289,135.4,140.217,19660.8,0,0,0,0,0,0,0,0,1,169.25,33,289,64,0,0,0,0,0,0,2,66,2,578,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,49891,2,2,76,132,38,38,38,0,66,66,66,0,4169.089,80.17478,16630.33,28798.52,49884,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,40.08739,40.08739,38,66,49.2,15.33623,235.2,0,0,0,0,0,0,0,0,1,61.5,38,66,64,0,0,0,0,0,0,2,76,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47369,1,1,63,123,63,63,63,0,123,123,123,0,3926.619,42.22171,47369,0,47369,47369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21.11085,21.11085,63,123,83,34.64102,1200,0,0,0,0,0,0,0,0,1,124.5,63,123,20,0,0,0,0,0,0,1,63,1,123,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,99497,4,2,148,154,37,37,37,0,77,77,77,0,3035.267,60.30333,19899.4,38452.54,88120,3,88127,29375.67,50874.09,88120,3,4,4,0,4,4,0,0,0,0,80,40,40.20222,20.10111,37,77,48.42857,19.518,380.9524,0,0,0,0,0,0,0,0,0,56.5,37,77,80,0,0,0,0,0,0,4,148,2,154,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,619,2,2,206,206,103,103,103,0,103,103,103,0,665589.7,6462.036,206.3333,350.4516,611,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,64,3231.018,3231.018,103,103,103,0,0,0,0,0,0,0,0,0,0,1,128.75,103,103,40,0,0,0,0,0,0,2,206,2,206,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,191,2,2,80,212,40,40,40,0,106,106,106,0,1528796,20942.41,63.66667,104.2129,184,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10471.2,10471.2,40,106,66.4,36.14969,1306.8,0,0,0,0,0,0,0,0,1,83,40,106,40,0,0,0,0,0,0,2,80,2,212,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,150,2,2,104,136,52,52,52,0,68,68,68,0,1600000,26666.67,50,81.40639,144,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,13333.33,13333.33,52,68,58.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,73,52,68,40,0,0,0,0,0,0,2,104,2,136,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,51819,2,2,66,122,33,33,33,0,61,61,61,0,3628.013,77.19176,17273,29911.65,51812,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,38.59588,38.59588,33,61,44.2,15.33623,235.2,0,0,0,0,0,0,0,0,1,55.25,33,61,64,0,0,0,0,0,0,2,66,2,122,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47695,2,2,104,224,52,52,52,0,112,112,112,0,6877.031,83.86623,15898.33,27531.52,47689,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,41.93312,41.93312,52,112,76,32.86335,1080,0,0,0,0,0,0,0,0,1,95,52,112,40,0,0,0,0,0,0,2,104,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,1074,2,2,82,632,41,41,41,0,316,316,316,0,664804.5,3724.395,358,614.878,1068,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,1862.197,1862.197,41,316,151,150.6237,22687.5,0,0,0,0,0,0,0,0,1,188.75,41,316,40,0,0,0,0,0,0,2,82,2,632,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,195,2,2,86,240,43,43,43,0,120,120,120,0,1671795,20512.82,65,106.5223,188,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,10256.41,10256.41,43,120,73.8,42.17464,1778.7,0,0,0,0,0,0,0,0,1,92.25,43,120,64,0,0,0,0,0,0,2,86,2,240,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
49181,68,1,1,6,6,6,6,6,0,6,6,6,0,176470.6,29411.76,68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14705.88,14705.88,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
53,83127,2,2,106,422,53,53,53,0,211,211,211,0,6351.727,48.11914,27709,47988.2,83121,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,24.05957,24.05957,53,211,116.2,86.54016,7489.2,0,0,0,0,0,0,0,0,1,145.25,53,211,40,0,0,0,0,0,0,2,106,2,422,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,100595,4,2,128,204,32,32,32,0,102,102,102,0,3300.363,59.64511,20119,39151.59,89641,3,89649,29883,51751.95,89641,4,3,3,0,3,3,0,0,0,0,80,40,39.76341,19.8817,32,102,52,34.1565,1166.667,0,0,0,0,0,0,0,0,0,60.66667,32,102,80,0,0,0,0,0,0,4,128,2,204,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
49180,52,1,1,6,6,6,6,6,0,6,6,6,0,230769.2,38461.54,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.77,19230.77,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,256,0,20,0,0,0,0,0,0,0,0,BENIGN
53,141,2,2,76,108,38,38,38,0,54,54,54,0,1304965,28368.79,47,75.34587,134,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,14184.4,14184.4,38,54,44.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,104,3,0,97,0,85,6,32.33333,45.61067,0,0,0,0,932692.3,28846.15,52,5.656854,56,48,104,52,5.656854,56,48,0,0,0,0,0,0,0,0,0,60,0,28846.15,0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333,32.33333,0,60,0,0,0,0,0,0,3,97,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
443,3805250,19,19,17191,14161,5601,0,904.7895,1473.184,2117,0,745.3158,776.6976,8239.143,9.986203,102844.6,513555.6,3135518,4,3805250,211402.8,731041.7,3135681,4,3658430,203246.1,744972.9,3181568,4,0,0,0,0,392,392,4.993102,4.993102,0,5601,803.8974,1156.542,1337589,0,0,0,1,0,0,0,0,1,825.0526,904.7895,745.3158,392,0,0,0,0,0,0,19,17191,19,14161,8192,251,18,20,0,0,0,0,0,0,0,0,BENIGN
443,96265271,8,7,650,6118,289,0,81.25,114.1737,2047,0,874,812.3675,70.30573,0.155819,6876091,25700000,96200000,48,96300000,13800000,36300000,96200000,326,80580,13430,13676.46,27544,48,0,0,0,0,172,152,0.083104,0.072716,0,2047,423,662.7205,439198.4,0,0,0,1,0,0,0,0,0,451.2,81.25,874,172,0,0,0,0,0,0,8,650,7,6118,8192,980,7,20,0,0,0,0,0,0,0,0,BENIGN
